order_id,tracking,buyer_country,bl_package,bl_tracking_status_date,dhl_file_delivery_date,bl_delivery_package_module,bl_delivery_package_nr,bl_package_tracking,bl_courier_code,bl_courier_other_name,dhl_source_file,dhl_last_event,dhl_last_event_at,amazon_ship_option,amazon_carrier_name,amazon_delivery_scan_attempt,amazon_any_physical_scan,order_status,fulfillment_channel,purchase_date,notes
028-4405945-6855528,JJD000030206530000003152870,AT,Yes,,2026-02-05 10:47:00,blconnectpackages,JJD000030206530000003152870,JJD000030206530000003152870,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_08.02.2026 17.02.xlsx,DRPDOR,2026-02-05 10:47:00,Std DE Intl_1,DHL,No,Yes,Shipped,MFN,2026-01-31 19:04:27,
306-7736404-1450739,JJD000030206530000003125566,AT,Yes,2026-01-25 14:36:13,2026-01-29 13:47:00,blconnectpackages,JJD000030206530000003125566,JJD000030206530000003125566,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-01-29 13:47:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-25 12:45:37,
304-3536762-5077160,JJD000030206530000003146069,AT,Yes,,2026-02-03 11:26:00,blconnectpackages,JJD000030206530000003146069,JJD000030206530000003146069,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-02-03 11:26:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-30 09:05:10,
304-9376146-8897943,JJD000030206530000003149326,AT,Yes,,2026-02-05 10:43:00,blconnectpackages,JJD000030206530000003149326,JJD000030206530000003149326,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_08.02.2026 17.02.xlsx,DRPDOR,2026-02-05 10:43:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-31 07:32:16,
303-8915587-1164305,JJD000030206530000003160329,AT,Yes,,2026-02-05 21:42:00,blconnectpackages,JJD000030206530000003160329,JJD000030206530000003160329,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_08.02.2026 17.02.xlsx,DRPDOR,2026-02-05 21:42:00,Std DE Intl_1,DHL,No,Yes,Shipped,MFN,2026-02-02 09:36:32,
304-1644390-6913960,JJD000030206530000003123682,AT,Yes,2026-01-24 22:26:23,2026-01-29 12:45:00,blconnectpackages,JJD000030206530000003123682,JJD000030206530000003123682,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-01-29 12:45:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-24 20:40:57,
302-7972864-6697945,JJD000030206530000003128463,AT,Yes,2026-01-26 07:31:27,2026-01-29 14:44:00,blconnectpackages,JJD000030206530000003128463,JJD000030206530000003128463,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-01-29 14:44:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-26 05:31:24,
306-7773031-7854720,JJD000030206530000003151526,AT,No,,2026-02-04 12:40:00,,,,,,EX_DHL_2446860_NET FOX_JJD_08.02.2026 17.02.xlsx,DRPDOR,2026-02-04 12:40:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-31 14:54:56,BL has no package
302-8989050-5272352,JJD000030206530000003151239,AT,Yes,,2026-02-05 09:29:00,blconnectpackages,JJD000030206530000003151239,JJD000030206530000003151239,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_08.02.2026 17.02.xlsx,DRPDOR,2026-02-05 09:29:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-31 13:38:50,
028-1141674-0873132,JJD000030206530000003160458,AT,No,,2026-02-05 12:38:00,,,,,,EX_DHL_2446860_NET FOX_JJD_08.02.2026 17.02.xlsx,DRPDOR,2026-02-05 12:38:00,Std DE Intl_1,DHL,No,Yes,Shipped,MFN,2026-02-02 09:53:54,BL has no package
306-5020051-6533960,JJD000030206530000003104692,AT,No,,,,,,,,,,,Std DE Intl_1,DHL,No,Yes,Shipped,MFN,2026-01-19 14:16:55,BL has no package
028-2266290-9986765,JJD000030206530000003172316,DE,No,,,,,,,,EX_DHL_2446860_NET FOX_JJD_08.02.2026 17.02.xlsx,MAGLW,2026-02-06 08:05:26,Pri Dom,DHL,No,Yes,Shipped,MFN,2026-02-05 04:53:35,BL has no package
303-2378893-2605146,JJD000030206530000003122349,AT,Yes,2026-01-24 20:56:29,2026-02-02 11:35:00,blconnectpackages,JJD000030206530000003122349,JJD000030206530000003122349,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-02-02 11:35:00,Pri Intl,DHL,No,No,Shipped,MFN,2026-01-24 16:01:33,
304-9848650-6029108,JJD000030206530000003142701,AT,No,,2026-02-03 09:12:00,,,,,,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-02-03 09:12:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-29 10:27:13,BL has no package
304-3592228-7936305,JJD000030206530000003146974,AT,Yes,,2026-02-03 11:29:00,blconnectpackages,JJD000030206530000003146974,JJD000030206530000003146974,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-02-03 11:29:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-30 12:31:21,
306-8367617-9550723,JJD000030206530000003120796,AT,No,,2026-01-29 09:46:00,,,,,,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-01-29 09:46:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-24 09:48:35,BL has no package
302-3891682-8088318,JJD000030206530000003120612,AT,No,,2026-01-29 10:29:00,,,,,,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-01-29 10:29:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-24 08:41:55,BL has no package
305-0378409-9631506,JJD000030206530000003137351,AT,Yes,,2026-02-02 08:25:00,blconnectpackages,JJD000030206530000003137351,JJD000030206530000003137351,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-02-02 08:25:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-27 20:39:55,
302-3170437-7382727,JJD000030206530000003125224,AT,Yes,2026-01-25 13:36:17,2026-01-29 14:41:00,blconnectpackages,JJD000030206530000003125224,JJD000030206530000003125224,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-01-29 14:41:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-25 11:52:26,
303-3893839-9148336,JJD000030206530000003143982,AT,No,,2026-02-03 12:57:00,,,,,,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-02-03 12:57:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-29 15:20:18,BL has no package
302-7329787-6838756,JJD000030206530000003109546,AT,No,,,,,,,,,,,Std DE Intl_1,DHL,No,Yes,Shipped,MFN,2026-01-20 21:18:41,BL has no package
306-7939809-2561121,JJD000030206530000003170465,AT,Yes,,2026-02-09 11:00:00,blconnectpackages,JJD000030206530000003170465,JJD000030206530000003170465,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_08.02.2026 17.02.xlsx,DRPDOR,2026-02-09 11:00:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-02-04 15:04:29,
303-9805655-5885103,JJD000030206530000003162163,AT,Yes,,2026-02-06 12:32:00,blconnectpackages,JJD000030206530000003162163,JJD000030206530000003162163,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_08.02.2026 17.02.xlsx,DRPDOR,2026-02-06 12:32:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-02-02 16:11:27,
304-7725559-1643537,JJD000030206530000003149264,AT,Yes,,2026-02-05 12:44:00,blconnectpackages,JJD000030206530000003149264,JJD000030206530000003149264,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_08.02.2026 17.02.xlsx,DRPDOR,2026-02-05 12:44:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-31 07:06:55,
304-4840998-3277920,JJD000030206530000003163068,AT,No,,2026-02-06 13:44:00,,,,,,EX_DHL_2446860_NET FOX_JJD_08.02.2026 17.02.xlsx,DRPDOR,2026-02-06 13:44:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-02-02 19:15:10,BL has no package
302-8032660-5024334,JJD000030206530000003187671,DE,Yes,,,blconnectpackages,JJD000030206530000003187671,JJD000030206530000003187671,blconnectpackages,dhl,,,,Pri Dom,DHL,No,Yes,Shipped,MFN,2026-02-08 20:05:16,
028-7415791-3161943,JJD000030206530000003131002,AT,No,,2026-01-30 13:00:00,,,,,,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-01-30 13:00:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-26 13:48:33,BL has no package
303-3229750-3501920,JJD000030206530000003110318,AT,Yes,,,blconnectpackages,JJD000030206530000003110318,JJD000030206530000003110318,blconnectpackages,dhl,,,,Std DE Intl_1,DHL,No,Yes,Shipped,MFN,2026-01-21 08:02:44,
305-1857698-6425913,JJD000030206530000003181619,DE,Yes,,,blconnectpackages,JJD000030206530000003181619,JJD000030206530000003181619,blconnectpackages,dhl,,,,Std DE Dom_1,DHL,No,Yes,Shipped,MFN,2026-02-07 14:36:35,
303-0162165-3351557,JJD000030206530000003173339,DE,No,,,,,,,,,,,Std DE Dom_7,DHL,No,No,Shipped,MFN,2026-02-05 10:12:50,BL has no package
306-0110991-4156320,JJD000030206530000003151891,AT,Yes,,2026-02-04 13:10:00,blconnectpackages,JJD000030206530000003151891,JJD000030206530000003151891,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_08.02.2026 17.02.xlsx,DRPDOR,2026-02-04 13:10:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-31 16:09:08,
306-3630525-5867533,JJD000030206530000003131608,AT,Yes,,2026-01-30 11:50:00,blconnectpackages,JJD000030206530000003131608,JJD000030206530000003131608,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-01-30 11:50:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-26 15:44:49,
028-3818870-3665903,JJD000030206530000003138043,AT,No,,2026-01-31 08:43:00,,,,,,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-01-31 08:43:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-28 07:15:25,BL has no package
028-4300012-9848334,JJD000030206530000003157628,AT,Yes,,2026-02-05 15:00:00,blconnectpackages,JJD000030206530000003157628,JJD000030206530000003157628,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_08.02.2026 17.02.xlsx,DRPDOR,2026-02-05 15:00:00,Std DE Intl_1,DHL,No,Yes,Shipped,MFN,2026-02-01 17:34:37,
028-2687443-3068335,JJD000030206530000003151835,DE,No,,,,,,,,,,,Std DE Dom_7,DHL,No,No,Shipped,MFN,2026-01-31 15:43:56,BL has no package
303-8498531-3276313,JJD000030206530000003157864,AT,No,,2026-02-05 11:18:00,,,,,,EX_DHL_2446860_NET FOX_JJD_08.02.2026 17.02.xlsx,DRPDOR,2026-02-05 11:18:00,Std DE Intl_1,DHL,No,Yes,Shipped,MFN,2026-02-01 18:12:50,BL has no package
028-2866087-4168348,JJD000030206530000003146452,AT,Yes,,2026-02-03 12:42:00,blconnectpackages,JJD000030206530000003146452,JJD000030206530000003146452,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-02-03 12:42:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-30 10:15:40,
028-8962236-3762726,JJD000030206530000003149179,AT,No,,2026-02-05 11:27:00,,,,,,EX_DHL_2446860_NET FOX_JJD_08.02.2026 17.02.xlsx,DRPDOR,2026-02-05 11:27:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-31 03:18:04,BL has no package
303-2560001-7891558,JJD000030206530000003127377,AT,Yes,2026-01-25 20:26:08,2026-01-29 10:29:00,blconnectpackages,JJD000030206530000003127377,JJD000030206530000003127377,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-01-29 10:29:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-25 18:35:02,
302-2912931-3059555,JJD000030206530000003154732,AT,Yes,,2026-02-04 12:31:00,blconnectpackages,JJD000030206530000003154732,JJD000030206530000003154732,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_08.02.2026 17.02.xlsx,DRPDOR,2026-02-04 12:31:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-02-01 10:37:49,
303-4330171-0923554,JJD000030206530000003160127,AT,No,,2026-02-06 13:18:00,,,,,,EX_DHL_2446860_NET FOX_JJD_08.02.2026 17.02.xlsx,DRPDOR,2026-02-06 13:18:00,Std DE Intl_1,DHL,No,Yes,Shipped,MFN,2026-02-02 08:40:31,BL has no package
302-5648721-4480348,JJD000030206530000003221287,DE,No,,,,,,,,,,,Std DE Dom_1,DHL,No,Yes,Shipped,MFN,2026-02-17 11:32:09,BL has no package
306-2453896-0717124,JJD000030206530000003154990,AT,No,,2026-02-04 13:01:00,,,,,,EX_DHL_2446860_NET FOX_JJD_08.02.2026 17.02.xlsx,DRPDOR,2026-02-04 13:01:00,Std DE Intl_1,DHL,No,Yes,Shipped,MFN,2026-02-01 11:18:56,BL has no package
302-3081776-5641131,JJD000030214472000000218824,AT,Yes,,2026-02-09 08:57:00,blconnectpackages,JJD000030206530000003168838,JJD000030206530000003168838,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_08.02.2026 17.02.xlsx,DRPDOR,2026-02-09 08:57:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-02-04 07:38:52,BL tracking differs from Amazon
303-0159186-0958754,JJD000030206530000003149382,AT,No,,2026-02-06 11:59:00,,,,,,EX_DHL_2446860_NET FOX_JJD_08.02.2026 17.02.xlsx,DRPDOR,2026-02-06 11:59:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-31 07:53:42,BL has no package
028-2528285-3773925,JJD000030206530000003124098,AT,Yes,2026-01-25 08:10:50,2026-01-29 07:55:00,blconnectpackages,JJD000030206530000003124098,JJD000030206530000003124098,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-01-29 07:55:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-25 06:23:28,
306-3019906-8453146,JJD000030206530000003269598,AT,Yes,,,blconnectpackages,30646842068,30646842068,blconnectpackages,gls,,,,Pri Intl,DHL,No,No,Shipped,MFN,2026-02-15 14:11:29,BL tracking differs from Amazon
306-7189138-0245966,JJD000030206530000003171382,AT,No,,2026-02-07 11:54:00,,,,,,EX_DHL_2446860_NET FOX_JJD_08.02.2026 17.02.xlsx,DRPDOR,2026-02-07 11:54:00,Std DE Intl_1,DHL,No,Yes,Shipped,MFN,2026-02-04 17:54:48,BL has no package
302-3234234-6562767,JJD000030206530000003121275,AT,No,,2026-01-29 13:06:00,,,,,,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-01-29 13:06:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-24 11:31:31,BL has no package
304-6807331-8611514,JJD000030206530000003120156,AT,Yes,,2026-01-29 10:32:00,blconnectpackages,JJD000030206530000003120156,JJD000030206530000003120156,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-01-29 10:32:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-23 23:36:27,
306-2265293-4276327,JJD000030206530000003152410,AT,Yes,,2026-02-05 14:51:00,blconnectpackages,JJD000030206530000003152410,JJD000030206530000003152410,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_08.02.2026 17.02.xlsx,DRPDOR,2026-02-05 14:51:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-31 17:41:07,
303-9970804-8697136,JJD000030206530000003158630,AT,No,,2026-02-05 12:40:00,,,,,,EX_DHL_2446860_NET FOX_JJD_08.02.2026 17.02.xlsx,DRPDOR,2026-02-05 12:40:00,Std DE Intl_1,DHL,No,Yes,Shipped,MFN,2026-02-01 20:28:12,BL has no package
306-0911182-1047505,JJD000030206530000003134314,AT,Yes,,2026-01-30 10:48:00,blconnectpackages,JJD000030206530000003134314,JJD000030206530000003134314,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-01-30 10:48:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-27 09:02:20,
304-0907511-9809154,JJD000030206530000003166296,AT,No,,2026-02-06 15:13:00,,,,,,EX_DHL_2446860_NET FOX_JJD_08.02.2026 17.02.xlsx,DRPDOR,2026-02-06 15:13:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-02-03 15:31:06,BL has no package
028-0077211-3015514,JJD000030206530000003146496,AT,No,,2026-02-04 12:22:00,,,,,,EX_DHL_2446860_NET FOX_JJD_08.02.2026 17.02.xlsx,DRPDOR,2026-02-04 12:22:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-30 10:30:57,BL has no package
306-7056741-3257104,JJD000030206530000003106661,AT,Yes,,,blconnectpackages,JJD000030206530000003106661,JJD000030206530000003106661,blconnectpackages,dhl,,,,Std DE Intl_1,DHL,No,Yes,Shipped,MFN,2026-01-20 07:32:32,
028-4968781-9884307,JJD000030206530000003130714,AT,Yes,,2026-01-29 12:02:00,blconnectpackages,JJD000030206530000003130714,JJD000030206530000003130714,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-01-29 12:02:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-26 12:51:57,
302-8245723-0129114,JJD000030206530000003131940,AT,No,,2026-02-02 09:42:00,,,,,,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-02-02 09:42:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-26 16:43:08,BL has no package
305-5924887-0337901,JJD000030206530000003151582,AT,No,,2026-02-05 11:34:00,,,,,,EX_DHL_2446860_NET FOX_JJD_08.02.2026 17.02.xlsx,DRPDOR,2026-02-05 11:34:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-31 14:58:31,BL has no package
304-8298395-7421167,JJD000030206530000003130141,AT,Yes,2026-01-26 13:31:37,2026-01-29 09:35:00,blconnectpackages,JJD000030206530000003130141,JJD000030206530000003130141,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-01-29 09:35:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-26 11:18:44,
306-7681811-0254733,JJD000030206530000003125151,AT,Yes,2026-01-25 13:26:25,2026-01-29 09:14:00,blconnectpackages,JJD000030206530000003125151,JJD000030206530000003125151,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-01-29 09:14:00,Std DE Intl_1,DHL,No,Yes,Shipped,MFN,2026-01-25 11:41:19,
028-5018899-6149108,JJD000030206530000003137957,AT,Yes,,2026-02-02 11:09:00,blconnectpackages,JJD000030206530000003137957,JJD000030206530000003137957,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-02-02 11:09:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-28 06:34:22,
304-7210712-1730758,JJD000030206530000003117613,AT,Yes,2026-01-23 11:21:06,,blconnectpackages,JJD000030206530000003117613,JJD000030206530000003117613,blconnectpackages,dhl,,,,Std DE Intl_1,DHL,No,Yes,Shipped,MFN,2026-01-23 09:35:27,
302-3414667-7718716,JJD000030206530000003123991,AT,Yes,2026-01-25 02:35:58,2026-01-30 11:57:00,blconnectpackages,JJD000030206530000003123991,JJD000030206530000003123991,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-01-30 11:57:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-25 00:43:37,
302-8759301-3357931,JJD000030206530000003124830,AT,Yes,2026-01-25 12:31:09,2026-01-29 10:04:00,blconnectpackages,JJD000030206530000003124830,JJD000030206530000003124830,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-01-29 10:04:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-25 10:42:43,
306-8735026-9218758,JJD000030206530000003170392,AT,No,,2026-02-07 14:22:00,,,,,,EX_DHL_2446860_NET FOX_JJD_08.02.2026 17.02.xlsx,DRPDOR,2026-02-07 14:22:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-02-04 14:30:30,BL has no package
305-5918565-2104332,JJD000030206530000003121540,AT,No,,2026-01-29 13:29:00,,,,,,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-01-29 13:29:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-24 12:27:35,BL has no package
302-8829139-6125920,JJD000030206530000003170410,AT,Yes,,2026-02-07 14:48:00,blconnectpackages,JJD000030206530000003170410,JJD000030206530000003170410,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_08.02.2026 17.02.xlsx,DRPDOR,2026-02-07 14:48:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-02-04 14:26:07,
028-2086435-7841925,JJD000030206530000003154063,AT,Yes,,2026-02-05 08:51:00,blconnectpackages,JJD000030206530000003154063,JJD000030206530000003154063,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_08.02.2026 17.02.xlsx,DRPDOR,2026-02-05 08:51:00,Std DE Intl_1,DHL,No,Yes,Shipped,MFN,2026-02-01 09:05:15,
306-4071295-2141149,JJD000030206530000003138065,AT,No,,2026-02-02 10:06:00,,,,,,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-02-02 10:06:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-28 07:23:18,BL has no package
304-4673689-4332339,JJD000030206530000003142329,AT,No,,2026-02-03 13:23:00,,,,,,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-02-03 13:23:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-29 08:43:08,BL has no package
302-3860370-6005134,JJD000030206530000003126438,AT,Yes,2026-01-25 16:56:14,2026-01-29 10:37:00,blconnectpackages,JJD000030206530000003126438,JJD000030206530000003126438,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-01-29 10:37:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-25 15:04:10,
303-4894305-4742710,JJD000030206530000003128867,AT,Yes,2026-01-26 09:06:13,2026-01-29 14:44:00,blconnectpackages,JJD000030206530000003128867,JJD000030206530000003128867,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-01-29 14:44:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-26 07:17:47,
303-5885827-0053943,JJD000030206530000003113259,AT,Yes,,,blconnectpackages,JJD000030206530000003113259,JJD000030206530000003113259,blconnectpackages,dhl,,,,Std DE Intl_1,DHL,No,Yes,Shipped,MFN,2026-01-21 22:10:18,
028-2526187-5807562,JJD000030206530000003133357,AT,No,,2026-01-30 09:40:00,,,,,,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-01-30 09:40:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-26 22:16:32,BL has no package
303-2637292-2425141,JJD000030206530000003167837,AT,No,,2026-02-07 12:42:00,,,,,,EX_DHL_2446860_NET FOX_JJD_08.02.2026 17.02.xlsx,DRPDOR,2026-02-07 12:42:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-02-03 20:43:59,BL has no package
305-1274940-8725943,JJD000030206530000003090157,AT,No,,2026-01-20 11:36:00,,,,,,EX_DHL_2446860_NET FOX_JJD_18.01.2026 31.01.xlsx,DRPDOR,2026-01-20 11:36:00,Std DE Intl_1,DHL eCommerce,No,Yes,Shipped,MFN,2026-01-15 19:26:58,BL has no package
305-2763205-5021958,JJD000030206530000003122181,AT,Yes,2026-01-24 20:51:53,2026-01-29 15:41:00,blconnectpackages,JJD000030206530000003122181,JJD000030206530000003122181,blconnectpackages,dhl,EX_DHL_2446860_NET FOX_JJD_01.02.2026 14.02.xlsx,DRPDOR,2026-01-29 15:41:00,Pri Intl,DHL,No,Yes,Shipped,MFN,2026-01-24 15:20:15,
